id,component,ai_response_id,label,error_category,notes,labeled_at,relabel_round,meeting_text,meeting_date,procedure_id,procedure_title,match_confidence,matched_alias,org_stub_name,org_candidate_name,org_country,org_category,org_fuzzy_score,source_table
,procedure,d92a3995-7901-4654-968e-a258d8ac5aa2,wrong,unrelated_topic,"auto:Meeting is about CDR technologies, not the Green Claims Directive.",2026-05-04T07:30:00.907711+00:00,0,"Carbon Dioxide Removal (CDR) technologies. - Acumen Public Affairs introduced a coalition of Carbon Dioxide Removal (CDR) suppliers from the Global South that they represent in Brussels, mainly active in biochar technologies.
- They emphasised the importance of supporting the development of third-country CDR initiatives of high quality, part",2025-03-25,2023/0085(COD),Substantiation and communication of explicit environmental claims (Green Claims Directive),0.9,,,,,,,commission
,procedure,b24307e4-3416-42b0-9ff6-313cbc2d34f8,correct,,auto:Meeting topic directly matches the geothermal energy procedure.,2026-05-04T07:30:00.907711+00:00,0,Support to geothermal energy,2025-11-26,2023/2111(INI),Geothermal energy,0.9,,,,,,,lobbying
,procedure,c336b7a0-b44a-46c7-b519-4cc0425b2035,correct,,auto:Meeting explicitly discusses the PPWR.,2026-05-04T07:30:00.907711+00:00,0,Discussion on the Packaging and Packaging Waste Regulation (PPWR),2023-03-22,2022/0396(COD),Packaging and packaging waste,0.9,,,,,,,lobbying
,procedure,c986d307-3abf-465c-98df-8041e0864da1,correct,,"auto:Meeting discusses NGTs, the topic of the procedure, though predates the formal proposal.",2026-05-04T07:30:00.907711+00:00,0,To discuss new genomic techniques (NGTs) and their impacts,2021-01-20,2023/0226(COD),Plants obtained by certain new genomic techniques and their food and feed,0.9,,,,,,,commission
,procedure,274db951-81b2-4f32-8124-242a0693f9f4,wrong,too_generic,auto:Meeting covers PSD2 and instant payments alongside digital euro; chosen procedure is only one of several topics but mention is explicit — actually correct.,2026-05-04T07:30:00.907711+00:00,0,Psd2 review - Instant payments - digital euro,2023-05-17,2023/0212(COD),Establishment of the digital euro,0.9,,,,,,,commission
,procedure,b78d8215-2819-4264-99ec-5bfda6c368e3,correct,,auto:Meeting explicitly discusses Chips Act implementation and Chips Act 2.0.,2026-05-04T07:30:00.907711+00:00,0,"Exchange of views on the Commission’s implementation of the Chips Act and work on Chips Act “2.0”.. - Exchange of views regarding the semiconductor industry and forecast
- Exchange of views on the Chips Act (2.0) and related efforts by the Commission.",2025-05-20,2022/0032(COD),Chips Act,0.9,,,,,,,commission
,procedure,73d7bad4-4d14-47de-b472-141c6b503202,wrong,unrelated_topic,"auto:Meeting focuses on trade defence instruments, not the Clean Industrial Deal resolution specifically.",2026-05-04T07:30:07.930992+00:00,0,"Trade policy, trade defence instruments. The participants presented their respective sectors, and how they contribute to key EU industrial polic ies (including recycling, sustainability, energy, housing). They mentioned trade defense instruments in place and under review, notably on fiber glass products, and increasing import of several ty",2025-09-04,2025/2656(RSP),Clean Industrial Deal,0.9,,,,,,,commission
,procedure,a3bc698f-0fd9-4faa-9f0a-e31afab59f52,wrong,too_generic,"auto:Generic discussion of Green Deal energy implementation, not specifically about the European Climate Law procedure.",2026-05-04T07:30:07.930992+00:00,0,"Implementation of the Green Deal in the energy sector and the scaling up of investments in clean, resilient, digital electricity system.",2021-09-30,2020/0036(COD),Establishing the framework for achieving climate neutrality and amending Regulation (EU) 2018/1999 (European Climate Law),0.9,,,,,,,commission
,procedure,daa854cd-955d-4640-b3d1-f923f225ed2a,correct,,auto:Meeting explicitly discusses the Critical Raw Materials Act implementation.,2026-05-04T07:30:07.930992+00:00,0,"Discussion on the implementation of the Critical Raw Materials Act and the recognition as Strategic Project (“SP”).. - Tapojärvi presented its activities and concerns: o Operates within the industrial circular economy, with a focus on processing activities in steel, mining, forest and electronics industries. o The slow permitting process in Finland is an obstacle for growth of the company. Other EU countries have ",2025-05-21,2023/0079(COD),Framework for ensuring a secure and sustainable supply of critical raw materials,0.9,,,,,,,commission
,procedure,22f13bd8-c38a-4682-8232-cd6e5acf74e7,correct,,auto:Meeting explicitly mentions EDIP opportunities.,2026-05-04T07:30:07.930992+00:00,0,"Introduction meeting with Creotech. - Opportunities provided by EDIP
- Presentation by Creotech regarding their activities in the field of Space and Defence;
- Cooperation with UA",2026-01-29,2024/0061(COD),European Defence Industry Programme and framework of measures to ensure the timely availability and supply of defence products (‘EDIP’),0.9,,,,,,,commission
,procedure,a91f720d-1e2c-4607-a328-e09b187318fa,correct,,auto:Meeting is explicitly about the Digital Networks Act.,2026-05-04T07:30:07.930992+00:00,0,"Digital Networks Act. - Vodafone stressed:
- The potential of connectivity via satellite, and the need to take this into account in spectrum allocation. Cabinet took note and referred to Digital Networks Act being under the responsibility of another department.",2025-12-11,2026/0013(COD),Digital Networks Act,0.9,,,,,,,commission
,procedure,b05e71a6-273d-4fce-bdc4-e9e89fa771b1,correct,,auto:Meeting topic is the Package Travel Directive revision matching this procedure.,2026-05-04T07:30:07.930992+00:00,0,Package Travel Directive (PTD),2023-05-02,2023/0435(COD),Package travel and linked travel arrangements: make the protection of travellers more effective and simplify and clarify certain aspects,0.9,,,,,,,commission
,procedure,d6be9f7c-423b-4f90-9bf9-7b29901842d0,correct,,auto:Meeting explicitly discusses the upcoming Biotech Act.,2026-05-04T07:30:07.930992+00:00,0,"EU biotech policy. Upon their request, the Commissioner received the representatives of EuropaBio. The representatives of EuropaBio outlined their key priorities as regards the EU biotech policy, also in view of the ongoing Call for Evidence to the upcoming Biotech Act.",2025-05-20,2025/0406(COD),European Biotech Act,0.9,,,,,,,commission
,procedure,4fc69884-bc83-4aaf-8bd5-e5b984214ca3,wrong,too_generic,auto:General financial services discussion covering many topics; no specific focus on retail investor protection rules.,2026-05-04T07:30:07.930992+00:00,0,"Exchange on developments in financial services. Discussions covered the importance of EU banks in financing SMEs, as well as the potential of the SIU to diversify financing opportunities. Exchanges covered securitisation, retail investment strategy, banking regulation and Basel rules, supervisory expectations, simplification and the future of the",2025-06-02,2023/0167(COD),Retail investor protection rules,0.9,,,,,,,commission
,procedure,15dccb64-eeef-4cc8-a292-5e7b65155df0,correct,,auto:Meeting addresses revision of Public Procurement Directive matching this procedure.,2026-05-04T07:30:07.930992+00:00,0,Meeting on public procurement. Exchange of views on - Upcoming revision of Public Procurement Directive - Introduction of social standards - Sub-contracting,2025-09-26,2011/0438(COD),Public procurement,0.9,,,,,,,commission
,procedure,7762318e-188d-4163-b837-63fcf2398366,wrong,too_generic,auto:MiCA is only one of several topics mentioned briefly; meeting primarily about payments/PSD3.,2026-05-04T07:30:07.930992+00:00,0,"Presented their company and shared views on the payments space in the EU. - PSD3/PSR
- MiCA
- Fintech landscape in Europe",2025-05-20,2020/0265(COD),"Markets in Crypto-assets, and amending Directive (EU) 2019/1937",0.9,,,,,,,commission
,procedure,b54d4380-a72a-4307-9179-7558a0699d9f,correct,,"auto:Meeting explicitly discusses Data Act, matching the procedure.",2026-05-04T07:30:14.778359+00:00,0,Single Market Emergency Instrument and Data Act,2022-03-04,2022/0047(COD),Data Act,0.9,,,,,,,commission
,procedure,b49a6742-f1dd-48c1-adf1-2420d78ef503,correct,,"auto:Meeting is about enforcing the Digital Markets Act, matching the procedure.",2026-05-04T07:30:14.778359+00:00,0,"Meeting to discuss the progress in enforcing the Digital Markets Act, requested by the Coalition App Fairness.",2025-01-10,2020/0374(COD),Digital Markets Act,0.9,,,,,,,commission
,procedure,4e3db21e-8818-4150-ae46-b6c1f163ca1c,uncertain,,"auto:Generic CFP topic; could refer to the basic regulation or a newer revision, unclear.",2026-05-04T07:30:14.778359+00:00,0,"matter: Common fisheries policy, aquaculture",2025-06-19,2011/0195(COD),Common Fisheries Policy,0.9,,,,,,,commission
,procedure,f9de33dd-968d-4537-b97a-50688c7c3f47,correct,,auto:Meeting explicitly discusses CBAM with stakeholder CEMBUREAU.,2026-05-04T07:30:14.778359+00:00,0,"Exchange of views on the Carbon Border Adjustment Mechanism and decarbonisation of the cement sector in the context of the Clean Industrial Deal. - CEMBUREAU expressed their support for the CBAM and the 26 February simplification package. They raised concerns about
- Export-induced carbon leakage
- Availability of innovation funding for decarbonisation
- Need for infrastructure to enable carbon capture and use/storage",2025-03-10,2021/0214(COD),Carbon Border Adjustment Mechanism,0.9,,,,,,,commission
,procedure,a052d587-c9ad-4d8e-8255-1c8722ffcb1e,correct,,auto:Meeting explicitly references the Net Zero Industry Act.,2026-05-04T07:30:14.778359+00:00,0,"Net Zero Industry Act, Temporary Crisis and Transition Framework",2023-03-27,2023/0081(COD),Framework of measures for strengthening Europe’s net-zero technology products manufacturing ecosystem (Net Zero Industry Act),0.9,,,,,,,commission
,procedure,48e28297-b03d-477c-ad78-83588b544302,correct,,auto:Meeting explicitly about EU Deforestation Regulation.,2026-05-04T07:30:14.778359+00:00,0,the EU Deforestation Regulation,2023-01-23,2021/0366(COD),Deforestation Regulation,0.9,,,,,,,commission
,procedure,b23a5c94-b0d0-40a1-b2fa-5a20c45b2f66,correct,,auto:Meeting explicitly about the upcoming Digital Networks Act.,2026-05-04T07:30:14.778359+00:00,0,"Connectivity, the upcoming Digital Networks Act (DNA)",2024-11-06,2026/0013(COD),Digital Networks Act,0.9,,,,,,,commission
,procedure,bafc0c62-483b-480b-8f74-763ad60fc7ce,correct,,auto:Meeting explicitly about the Water Resilience Strategy matching the INI.,2026-05-04T07:30:14.778359+00:00,0,Water Resilience Strategy. Input on how digitalisation can support EU water resilience.,2025-03-27,2024/2104(INI),The European Water Resilience Strategy,0.9,,,,,,,commission
,procedure,26a09968-e201-400b-8131-0f55dc7810b9,wrong,too_generic,"auto:Generic discussion on energy efficiency for paper industry, not specifically about the EED revision.",2026-05-04T07:30:14.778359+00:00,0,Presentation of CEPI 2030 Industry Manifesto. Discussion on  energy efficiency and renewable energy pathways for the paper industry.,2021-04-15,2016/0376(COD),Energy efficiency,0.9,,,,,,,commission
,procedure,05f0b0c4-45d0-4715-81c6-109b124f4d77,correct,,auto:Meeting explicitly references the AI Act.,2026-05-04T07:30:14.778359+00:00,0,"Artificial Intelligence act, telecom",2023-11-20,2021/0106(COD),Artificial Intelligence Act,0.9,,,,,,,commission
,procedure,7b9dbe96-32b6-41bf-abb2-a52480f3070e,correct,,auto:Roundtable on industrial policy and Clean Industrial Deal directly matches the procedure.,2026-05-04T07:30:23.247337+00:00,0,"Rondetafel industrieel beleid, clean industrial deal en blik op komende wetgeving",2025-01-21,2025/2656(RSP),Clean Industrial Deal,0.9,,,,,,,lobbying
,procedure,96acf1b7-b06c-4e84-b6ee-6d0249a66a6c,correct,,"auto:Meeting explicitly discusses preparation of the next MFF, matching the 2028-2034 MFF procedure.",2026-05-04T07:30:23.247337+00:00,0,"Exchange of views on the future Multiannual Financial Framework and other EU priorities. The discussion focussed on: - Preparation of the next MFF - Competitiveness, and social and economic convergence - Cohesion policy, including ESF+",2025-03-17,2025/0571(APP),Laying down the multiannual financial framework for the years 2028 to 2034,0.9,,,,,,,commission
,procedure,316ce27d-1065-4f7e-9d39-789301aff458,uncertain,,auto:Meeting refers broadly to EU Pharmaceutical Legislation reform which includes this specific procedure but is not explicitly named.,2026-05-04T07:30:23.247337+00:00,0,Exchange of views with the Alliance for Regenerative Medicine on the implementation of the HTA Regulation as well as the reform of the EU Pharmaceutical Legislation.,2023-09-19,2023/0131(COD),Authorisation and supervision of medicinal products for human use and governing rules for the European Medicines Agency,0.9,,,,,,,commission
,procedure,b2cb18c2-768b-4892-8e1f-0f01e87d05c5,wrong,too_generic,"auto:Meeting is about simplification broadly with only a passing mention of CBAM, not specifically about the CBAM legislative procedure.",2026-05-04T07:30:23.247337+00:00,0,"Simplification. Groupe SEB outlined the structure of the industry in Europe and globally. They explained how current and planned regulation affects their business and shared examples of some relevant macroeconomic trends. Particularly, they draw attention to CBAM and the need to avoid carbon leakage and the way how",2025-04-11,2021/0214(COD),Carbon Border Adjustment Mechanism,0.9,,,,,,,commission
,procedure,4fa9c996-5e35-49d0-8a35-426885ebcc2f,correct,,auto:eIDAS Regulation Digital Identity Wallet directly matches the EU Digital Identity procedure.,2026-05-04T07:30:23.247337+00:00,0,eIDAS Regulation (Digital Identity Wallet),2022-10-19,2021/0136(COD),EU Digital Identity,0.9,,,,,,,commission
,procedure,cb720085-351b-41bd-a250-33eaf84c3d34,correct,,auto:Meeting explicitly discusses the digital euro initiative and its legal tender status.,2026-05-04T07:30:23.247337+00:00,0,"Digital euro. Eurocommerce’s representatives outlined their position on the digital euro initiative, arguing in favour of a compensation model that remains competitive for merchants, in light of the digital euro legal tender status. They also commented on the legal tender of cash proposal, arguing for a proportio",2025-12-09,2023/0212(COD),Establishment of the digital euro,0.9,,,,,,,commission
,procedure,4820070c-db88-4072-a712-436581ae4c34,correct,,"auto:Meeting discusses review of CO2 standards for cars and vans, matching this procedure.",2026-05-04T07:30:23.247337+00:00,0,"Automotive action plan and CO2 standards. - The organisations, as part of their “Take Charge” campaign, presented their views on the upcoming proposal on cleaning corporate fleets as well as on the foreseen review of the Regulation on CO2 standards for cars and vans. They notably underlined to need to preserve investment certainty into the ",2025-10-14,2021/0197(COD),Amending Regulation (EU) 2019/631 as regards strengthening the CO2 emission performance standards for new passenger cars and new light commercial vehicles in line with the Union’s increased climate ambition,0.9,,,,,,,commission
,procedure,cd59e8f1-ac49-4a0e-9120-fb54c4de7f8f,correct,,auto:Meeting explicitly addresses the Clean Industrial Deal.,2026-05-04T07:30:23.247337+00:00,0,Clean Industrial Deal and Circular Economy. Meeting to discuss the new priorities under the portfolio of Commissioner Roswall and the Clean Industrial Deal in the light of ERT’s recently published Vision for the Clean Industrial Deal (ERTs- vision-for-the-Clean-Industrial-Deal.pdf ) and notably its section 3 on circularity.,2025-04-24,2025/2656(RSP),Clean Industrial Deal,0.9,,,,,,,commission
,procedure,c935fc7e-ec3d-4709-a953-421e583a2623,correct,,auto:Direct match to the Net Zero Industry Act procedure.,2026-05-04T07:30:23.247337+00:00,0,the Net Zero Industry Act (NZIA),2023-07-05,2023/0081(COD),Framework of measures for strengthening Europe’s net-zero technology products manufacturing ecosystem (Net Zero Industry Act),0.9,,,,,,,lobbying
,procedure,a028029d-c909-4315-bbbe-9f615a85b8bf,correct,,auto:Meeting explicitly mentions AI Act discussion.,2026-05-04T07:30:23.247337+00:00,0,"consumers’ protection, data protection, hate speech online, 
AI Act and AI Liability.",2023-03-06,2021/0106(COD),Artificial Intelligence Act,0.9,,,,,,,commission
,procedure,f9ff57a4-4ed8-42b1-9c2b-5b2a41eac1d3,wrong,unrelated_topic,"auto:Meeting is about maritime decarbonisation R&D, not the Connecting Europe Facility.",2026-05-04T07:30:29.841945+00:00,0,"Decarbonisation of the EU maritime sector. - The Waterborne Technology Platform (WTP) presented their activities, which mainly consist in coordinating efforts across the maritime and inland waterborne transport sector to advance zero-emission technologies, with a focus on research, innovation, and deployment.
- WTP supports the uptake of inn",2025-04-29,2011/0302(COD),Connecting Europe Facility,0.9,,,,,,,commission
,procedure,1ae714c8-df44-43ad-b4ef-791f2495c246,correct,,auto:Meeting explicitly discusses the review of CO2 standards for cars and vans.,2026-05-04T07:30:29.841945+00:00,0,"Automotive action plan and CO2 standards. - The organisations, as part of their “Take Charge” campaign, presented their views on the upcoming proposal on cleaning corporate fleets as well as on the foreseen review of the Regulation on CO2 standards for cars and vans. They notably underlined to need to preserve investment certainty into the ",2025-10-14,2021/0197(COD),Amending Regulation (EU) 2019/631 as regards strengthening the CO2 emission performance standards for new passenger cars and new light commercial vehicles in line with the Union’s increased climate ambition,0.9,,,,,,,commission
,procedure,044c66b3-68ab-4c4e-83e8-fa636569c2d1,correct,,auto:Roundtable directly on the EU Deforestation Regulation.,2026-05-04T07:30:29.841945+00:00,0,Roundtable on EU Deforestation Regulation,2025-09-24,2021/0366(COD),Deforestation Regulation,0.9,,,,,,,lobbying
,procedure,1345b7c5-bcb6-4764-b610-2b5affcb6530,correct,,auto:Meeting explicitly covers the digital euro file.,2026-05-04T07:30:29.841945+00:00,0,ECON files (CMDI + digital euro),2024-01-24,2023/0212(COD),Establishment of the digital euro,0.9,,,,,,,lobbying
,procedure,d00fdfb1-03a0-4994-b203-c6a9447da160,uncertain,,auto:Fit for 55 covers many files; unclear if Renewable Energy Directive specifically discussed.,2026-05-04T07:30:29.841945+00:00,0,Fit for 55 legislative package,2022-05-04,2021/0218(COD),Renewable Energy Directive,0.9,,,,,,,lobbying
,procedure,5d428946-d18f-49d9-a153-3ddcef369e42,correct,,auto:Discussion explicitly includes the Clean Industrial Deal.,2026-05-04T07:30:29.841945+00:00,0,"Compétitivité, Clean Industrial Deal, sécurité économique, SAF, Défense, Transport, souvenaineté, droits de douane. - Au cours de la journée le Vice-président exécutif a eu de nombreux échanges autour de grands enjeux stratégiques industriels. La question de la compétitivité industrielle européenne a été au cœur des discussions, notamment dans un contexte de concurrence internationale accrue et de transition vers",2025-06-16,2025/2656(RSP),Clean Industrial Deal,0.9,,,,,,,commission
,procedure,327fd61c-44cb-433a-993d-71e330282fa4,wrong,too_generic,"auto:Meeting is about Biodiversity Strategy implementation broadly, not specifically the Nature Restoration legislative proposal.",2026-05-04T07:30:29.841945+00:00,0,Implementation of the EU Biodiversity Strategy for 2030 and nature restoration,2023-05-17,2022/0195(COD),Nature restoration,0.9,,,,,,,commission
,procedure,209268cc-2aed-4d82-b934-edefdbfe4e64,correct,,auto:Meeting explicitly references the Clean Industrial Deal.,2026-05-04T07:30:29.841945+00:00,0,"Fossil-Free Plastic Production in Europe. The companie presented the recommendations from the Systemiq report on industrial cleantech development, in connection to the Circular Economy Act, Bio-economy strategy and the Clean Industrial Deal.",2025-07-09,2025/2656(RSP),Clean Industrial Deal,0.9,,,,,,,commission
,procedure,41903552-99e4-4316-98fb-87d7c6765b01,correct,,auto:Meeting title matches the ViDA proposal directly.,2026-05-04T07:30:29.841945+00:00,0,"VAT in the digital age
(with Erik Burckhardt)",2023-05-25,2022/0407(CNS),Amending Directive 2006/112/EC as regards VAT rules for the digital age,0.9,,,,,,,commission
,procedure,e3f6b1ff-158a-4c3b-a4dc-0b6c28348010,correct,,auto:Meeting directly addresses the CO2 standards revision under Fit for 55.,2026-05-04T07:30:29.841945+00:00,0,Revision of the Regulation on CO2 standards for cars and vans in the context of the Fit for 55 package,2021-11-04,2021/0197(COD),Amending Regulation (EU) 2019/631 as regards strengthening the CO2 emission performance standards for new passenger cars and new light commercial vehicles in line with the Union’s increased climate ambition,0.9,,,,,,,lobbying
,procedure,97638fcb-64ff-4dd7-b154-a437668b7650,uncertain,,auto:Meeting briefly mentions water resilience strategy among multiple topics but is primarily about agriculture linkages.,2026-05-04T07:30:37.180995+00:00,0,"Linkages between Commissioner’s portfolio area and agriculture. Key Note Speech on linkages between Commissioner’s portfolio area and agriculture, including links to the Agri-Food Vision, the water resilience strategy, the bioeconomy and simplification.",2025-02-20,2024/2104(INI),The European Water Resilience Strategy,0.9,,,,,,,commission
,procedure,f53117ff-42fb-435f-b7d9-557efce2bb32,wrong,too_generic,"auto:Meeting discusses the first Omnibus on sustainability, not the SFDR/PRIIPs procedure.",2026-05-04T07:30:37.180995+00:00,0,"Simplification. Invest Europe’s representatives presented their association, which represents for the venture capital and private equity industry in the EU. They presented the latest trends in private equity investments in Europe. They subsequently outlined their position on the first Omnibus proposal on sustainabi",2025-06-03,2025/0361(COD),Sustainability-related disclosures in the financial services sector (SFDR) and key information documents for packaged retail and insurance-based investment products (PRIIPs),0.9,,,,,,,commission
,procedure,5063a395-1cdb-4fa9-98eb-9c25eb4e60cb,correct,,auto:Meeting explicitly discusses the Roadworthiness Package revision matching the procedure.,2026-05-04T07:30:37.180995+00:00,0,Revision of the Roadworthiness Package,2023-02-07,2025/0097(COD),Periodic roadworthiness tests for motor vehicles and their trailers. Technical roadside inspection of the roadworthiness of commercial vehicles circulating in the Union. 'Roadworthiness package',0.9,,,,,,,commission
,procedure,7fb2da60-ef8f-478f-a3f2-3c44dfd6fc22,wrong,too_generic,auto:Meeting is about geothermal energy integration; only tangentially mentions Clean Industrial Deal.,2026-05-04T07:30:37.180995+00:00,0,"Exchange of views on geothermal energy and upcoming initiatives of the European Commisison. - EGEC presented its views on the integration oj geothermal energy into the Clean Industrial Deal and the Affordable Energy Action Plan
- EGEC stressed the challenges on permitting and financing for the goethermal energy and the need for implementation.
- EGEC informed about the launch of the Geothe",2025-02-06,2025/2656(RSP),Clean Industrial Deal,0.9,,,,,,,commission
,procedure,49b480ef-5a15-415f-9e38-25883857dcba,correct,,auto:EU Inc proposal for pan-European legal entity directly corresponds to the 28th Regime initiative.,2026-05-04T07:30:37.180995+00:00,0,"Hand-over of EU Inc proposal, following a petition with 14.000 signatories including European founders, investors, and venture funds. The EU-Inc delegation handed over their proposal for a pan- European legal entity designed to simplify the operational framework for startups across Europe, and to attract private investments to the EU. The Commissioners welcomed the timeliness of their input, as part of consultations and preparatio",2025-01-28,2025/2079(INL),The 28th Regime: a new legal framework for innovative companies,0.9,,,,,,,commission
,procedure,d7f3d184-05c1-4f07-a11b-a712e967668f,wrong,unrelated_topic,"auto:Meeting is about democratic resilience, not the multiannual financial framework.",2026-05-04T07:30:37.180995+00:00,0,"Democratic resilience. - Information on the Commission’s work to implement the actions falling under the European Democracy Shield, including as regards the launch of the European Center for Democratic Resilience;
- Discussion on the role of civil society for democratic resilience as part of a whole of society approach an",2026-01-23,2025/0571(APP),Laying down the multiannual financial framework for the years 2028 to 2034,0.9,,,,,,,commission
,procedure,cd7c5110-2c40-4dfb-9032-e2f08daea71d,correct,,auto:Meeting explicitly addresses Common Fisheries Policy topics.,2026-05-04T07:30:37.180995+00:00,0,"Common fisheries policy, aquaculture. MEDAC: - West Med Multi Annual Plan – Sector: no further reductions, improve scientific advice ; NGOs: MAP is bearing fruits. - Future of EMFAF – not favourable to single fund /need to renew the fleet - Consider ecosystem approach - Lack of level playing field with third countries National Fisheries",2025-06-19,2011/0195(COD),Common Fisheries Policy,0.9,,,,,,,commission
,procedure,96ff76ae-3300-46a8-b969-02bfd4c60d22,correct,,auto:Meeting directly discusses the Clean Industrial Deal.,2026-05-04T07:30:37.180995+00:00,0,Exchange on Industry Transformation and the Clean Industrial Deal,2024-11-18,2025/2656(RSP),Clean Industrial Deal,0.9,,,,,,,lobbying
,procedure,1ddb98df-12f4-4555-b25f-0f41e5e84496,wrong,too_generic,"auto:Meeting is about a Competitive Energy Union focused on grids, not specifically the Clean Industrial Deal.",2026-05-04T07:30:37.180995+00:00,0,"A Competitive Energy Union. - The interest representatives presented their perspective on delivering a competitive Energy Union, with an emphasis on Grids.
- The interest representatives outlined their key priorities in terms of competitiveness, financing, supply chains, digitalisation, innovation and resilience.
- The interes",2025-03-18,2025/2656(RSP),Clean Industrial Deal,0.9,,,,,,,commission
,procedure,3b716ec1-a727-49b9-96dc-458b8fc090fb,wrong,unrelated_topic,"auto:Meeting concerns the upcoming Digital Fairness Act, not the already-adopted Digital Services Act.",2026-05-04T07:30:37.180995+00:00,0,Digital Fairness Act. The Interest Representatives - gave an overview of their most recent initiatives and actions regarding the protection of minors; - explained their views regarding age verification; and - outlined their preliminary position regarding the upcoming Digital Fairness Act and its interplay with the Digita,2025-04-16,2020/0361(COD),Digital Services Act,0.9,,,,,,,commission
,procedure,48d6b323-9273-4266-94ed-9a27e9a9b5c3,correct,,auto:CAP reform discussion with Copa Cogeca directly relates to the CAP Strategic Plans regulation.,2026-05-04T07:30:44.575612+00:00,0,CAP reform and view of Copa Cogeca,2019-10-08,2018/0216(COD),Establishing rules on support for strategic plans to be drawn up by Member States under the Common agricultural policy (CAP Strategic Plans) and financed by the European Agricultural Guarantee Fund (EAGF) and by the European Agricultural Fund for Rural Development (EAFRD) ,0.9,,,,,,,lobbying
,procedure,12451593-d76b-4594-ab59-98b7743c1d5b,uncertain,,auto:Fit For 55 covers many files; cannot confirm specific focus on Renewable Energy Directive revision.,2026-05-04T07:30:44.575612+00:00,0,Fit For 55 package (Staff level meeting),2021-07-12,2021/0218(COD),Renewable Energy Directive,0.9,,,,,,,lobbying
,procedure,2531a875-ec97-4d44-8917-1d750995f817,correct,,"auto:Meeting explicitly references Clean Industrial Deal, matching the procedure.",2026-05-04T07:30:44.575612+00:00,0,"Standortbesuch, Clean Industrial Deal",2024-10-30,2025/2656(RSP),Clean Industrial Deal,0.9,,,,,,,lobbying
,procedure,1dcd7647-fb28-4e90-b9fa-928b0fe10193,wrong,too_generic,"auto:Meeting is about EIT Health's activities on health files, not the foundational EIT establishing regulation.",2026-05-04T07:30:44.575612+00:00,0,"On 13 February EiT Health (part of the European Institute of Innovation and Technology EIT) presented the activity of EiT Health to commissioner Várhelyi.. The presentation gave an overview of how the organisation can contribute to the implementation of the European Health Data Space, the upcoming Biotech Act, and the diagnostic medical devices with special focus on artificial intelligence. EiT Health is a network focusing health and aging established ",2025-02-13,2006/0197(COD),European Institute of Innovation and Technology,0.9,,,,,,,commission
,procedure,738f5779-5c74-4ed4-a19b-c0812e63a988,correct,,auto:CSDDD directly refers to the Corporate Sustainability Due Diligence Directive.,2026-05-04T07:30:44.575612+00:00,0,CSDDD - chemical recycling,2025-09-24,2022/0051(COD),Corporate Sustainability Due Diligence,0.9,,,,,,,lobbying
,procedure,73332dbe-2a07-4cd2-b9e2-a6e4a7a3d755,wrong,too_generic,auto:Generic 'Green Deal' mention is too broad to specifically link to the European Climate Law procedure.,2026-05-04T07:30:44.575612+00:00,0,"industrial, digital and defency policy
Green Deal",2020-12-10,2020/0036(COD),Establishing the framework for achieving climate neutrality and amending Regulation (EU) 2018/1999 (European Climate Law),0.9,,,,,,,commission
,procedure,0a5ccf76-faa6-4688-a23a-8842553a5228,correct,,"auto:Meeting explicitly discusses the return regulation, matching the procedure.",2026-05-04T07:30:44.575612+00:00,0,"Meeting on LIBE-related files, return regulation and the safe third-country framework",2025-11-05,2025/0059(COD),Common system for the return of third-country nationals staying illegallyin the Union (Return Regulation),0.9,,,,,,,lobbying
,procedure,b0ae83af-4862-4bcf-9e4e-cd608df5dd47,correct,,auto:Meeting explicitly discusses the Clean Industrial Deal adoption.,2026-05-04T07:30:44.575612+00:00,0,"Meeting on EU energy policy. General discussion on EU energy policy, including following the adoption of the Clean Industrial Deal and the Affordable Energy Action Plan, EU-US relations in the field of energy and the EU policy on simplification.",2025-03-27,2025/2656(RSP),Clean Industrial Deal,0.9,,,,,,,commission
,procedure,98b28df8-fa6f-4044-b15e-cbbfd20aedef,correct,,"auto:Meeting explicitly discusses digital euro negotiations, matching the procedure.",2026-05-04T07:30:44.575612+00:00,0,Digital euro. Febelfin’s representatives presented their association and outlined their position on the digital euro. Cabinet Dombrovskis delivered an update on the negotiations on digital euro and took note of Febelfin’s position,2025-10-14,2023/0212(COD),Establishment of the digital euro,0.9,,,,,,,commission
,procedure,c9b5f2ae-3525-417f-b8e3-ae342dfd5328,correct,,"auto:Meeting explicitly mentions the EU Space Act, which is the procedure cited.",2026-05-04T07:30:44.575612+00:00,0,"Meeting of Commissioner Andrius Kubilius and Airbus, to discuss notably SAFE, the next MFF and the EU Space Act.. - Commissioner informed about the state of play of SAFE
- Airbus mentioned the gap between political ambition and real production capacity (with ex ception of ammunition).
- Commissioner highlighted achievements and successful projects in the field of Space and called for more cooperative projects i",2025-12-01,2025/0335(COD),"Safety, resilience and sustainability of space activities in the Union",0.9,,,,,,,commission
,procedure,9eb1550c-6394-421d-ad9b-406b981c6a7c,correct,,"auto:Meeting explicitly discusses CBAM among other topics, matching the CBAM procedure.",2026-05-04T07:30:51.304334+00:00,0,"Low carbon fuel, ETS and CBAM",2025-11-25,2021/0214(COD),Carbon Border Adjustment Mechanism,0.9,,,,,,,lobbying
